Category,Name,Marked Price,Min Discounted Price,Description,Image URLs
Bats,Cricket Bat Kashmir Willow SS CLUB VELLUM,2862.0,2862.0,"Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.The Club Vellum is a seller. It just sells and the customer’s are big time fans of the bat.  Sports Center recommends the bat for training use and for Gully Cricket use ideally with a soft ball and light use with a deuce ball.",https://sportscenter.com.np/wp-content/uploads/2020/12/KW-CLUB-VELLUM-1-600x600.jpg
Bats,Cricket Bat Kashmir Willow SS DRE RUSS FULL STICKER,5728.0,5728.0,"Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.",https://sportscenter.com.np/wp-content/uploads/2025/04/dre-russ-fs-600x600.jpg
Bats,Cricket Bat Kashmir Willow SS EXTREME,3870.0,3870.0,"Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.The Extreme cricket bat is the bat that makes a mark. It has very well proved its worth in the cricket scene. Ask the players about their experience with the bat and they wont say anything less than it being good. Sports Center recommends the bat for intermediate level players ideally for training and match use.",https://sportscenter.com.np/wp-content/uploads/2020/12/KW-EXTREME-1-600x600.jpg
Bats,Cricket Bat Kashmir Willow SS GG Smacker Hulk,8208.0,8208.0,"Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.",https://sportscenter.com.np/wp-content/uploads/2025/04/gg-smacker-hulk-600x600.jpg
Bats,Cricket Bat Kashmir Willow SS GG Smacker Wonder,9300.0,9300.0,"Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.",https://sportscenter.com.np/wp-content/uploads/2025/04/gg-smacker-wonder-600x600.jpg
Bats,Cricket Bat Kashmir Willow SS GLADIATOR,9475.0,9475.0,"Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.The Best bat in offer by SS in Kashmir willow range. Its the Gladiator with grade 1 super select willow. Makes it a perfect choice for all. Sports Center recommends the bat for advanced level players ideally for practice and for match use.",https://sportscenter.com.np/wp-content/uploads/2020/12/gladiator-kw-600x600.jpg
Bats,Cricket Bat Kashmir Willow SS GUTSY,7835.0,6561.0,"Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.SS GUTSY is for the players who grind hard. The hard wood nature of the Kashmir Willow is a piece. Its dark toned wood makes it a striker. Sports Center recommends the bat for serious players ideally for practice and game use.",https://sportscenter.com.np/wp-content/uploads/2020/12/gutsy-kw-600x600.jpg
Bats,Cricket Bat Kashmir Willow SS I BAT,5274.0,5274.0,"Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.The I bat Kashmir Willow is one of the top range Kashmir willow in offer by SS. Its premium, the quality is seen, its pick up is great with a nice ping on the face of the bat. Its a bat that anyone would find it hard to not like. Sports Center recommends the bat for Advancing players ideally for net sessions practices and for match uses.",https://sportscenter.com.np/wp-content/uploads/2020/12/KW-I-bat-1-600x600.png
Bats,Cricket Bat Kashmir WIllow SS IKON,5560.0,4650.0,"Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.The IKON is one of our best selling bats. Its flashy colored stickers are a hit. Sports Center recommends the bat for light cricket uses ideally in trainings and casual cricket play.",https://sportscenter.com.np/wp-content/uploads/2020/12/ikon-600x600.jpg
Bats,Cricket Bat Kashmir Willow SS JOSH,6110.0,4832.0,"Sareen Sports Industries was started in the year 1969 by Mr. N.K. Sareen under the inspiration of his father Mr. M.L. Sareen, Sareen Sports Industries entered in the Indian market with a great hard work and dedication to launch their registered Trade-Mark SS SUNRIDGES in the year 1976. The company started export of cricket bats in 1979 to UK and Australia. Sareen Sports Industries manufacturers quality cricket equipment’s for meeting the requirements of national and international markets. The company also added on the production of Cricket Balls and Soft Leather Protective Equipment’s under the flagship of “SS SUNRIDGES” in the year 1985. The highest test runs scored by V.V.S. Laxman 281 and now 309 by Virender Sehwag at Multan in Pakistan are by the Cricket Bat SS TON.Josh is an entry level bat from SS. Its Kashmir willow wood is an all rounding package thus making it extremely popular amoungst the beginners. Sports Center recommends the bat for beginners for practice uses and for light game uses.",https://sportscenter.com.np/wp-content/uploads/2025/04/josh-kw-600x600.jpg
