name,url,price,regular_price,sale_price,sku,brand,category,categories,description,colors,sizes,features,product_tags,related_products,variation_details,in_the_box,review_count,material,warranty,shipping_info,age_group,skill_level,attributes,images,stock_status,stock_quantity,in_stock
Resistance Bands Mini latex Loop USI UNIVERSAL ML,https://sportscenter.com.np/product/resistance-bands-mini-latex-loop-usi-ml2/,522.0-914.0,,,N/A,USI Universal,Exercise Bands,"Exercise & Fitness, Fitness Accessories, Exercise Bands","This loop band is not your regular loop band in the market. These bands have an extra heavy resistance level, especially for big hearts and big guts.",,"61cm, 4.5mm, 3 M, 1 M, 2 M, 3 g","Thick Loop resistance band. | circumference = 61cm | Thickness 4.5mm | Extra Heavy Resistance Bands | Available in 3 grades ML1, ML2 & ML3 | ML 1 | ML 2 | ML 3 | ML 1, ML 2, ML 3",,Weight Lifting Straps USI UNIVERSAL 733Ls With Rubber Grips (https://sportscenter.com.np/product/weight-lifting-straps-usi-733ls-with-rubber-grips/) | Massage Roller USI UNIVERSAL MRB (https://sportscenter.com.np/product/massage-roller-usi-mrb/) | Swimming Aqua Floating Belt VIVA (https://sportscenter.com.np/product/swimming-aqua-floating-belt-viva/) | Wrist Straps USI UNIVERSAL 3 Line (https://sportscenter.com.np/product/wrist-straps-usi-3-line/),Resistance Grade: ML 1 | Resistance Grade: ML 2 | Resistance Grade: ML 3,1 Piece Mini Latex Loop Band,0,,,,,,"{""Resistance Grade"": ""ML 1, ML 2, ML 3""}","https://sportscenter.com.np/wp-content/uploads/2020/11/ML-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/lifting-straps-usi-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/foam-roller-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/Aqua-Belt-3-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/wirst-strap-usi-2-1-300x300.jpg",Available,,True
Forearm Flexor VECTOR X,https://sportscenter.com.np/product/forearm-flexor-vector-x/,632.0,,,220312,Vector X,Hand Strengtheners and Hand grips,"Exercise & Fitness, Fitness Accessories, Hand Strengtheners and Hand grips","With the growing demand of good health and fitness, Vector X comes up with innovations each day. Whether it’s hard core fitness or trying your hands on your favorite sport, Vector X is there for you. Vector X has taken upon themselves to make sure you are always young and fit.A part of Soccer International Pvt ltd , a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world,  Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivaled other top selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.The forearm Flexor are for having bullet proof wrist and forearms. Often ignored but very important. Big biceps and abs may not help you in your daily life but forearms and wrists are always used. From carrying your groceries to pushing/ pulling heavy objects the fore arms are  used. Having strong forearms makes you stronger. Sports Center recommends the use of Forearms Flexor for all who want to have bullet proof wrists and forearms.",,"15 X 25cmDo wrist curls, reverse wrist curls, 15 X 25cm Do wrist curls, 25cm, 10kg, s",size 15 X 25cm | Do wrist curls and reverse wrist curls. | Builds forearms | strong hands | 10kg resistance | Adjustable resistance levels,,Gym Gloves USI UNIVERSAL Pro Perfect (https://sportscenter.com.np/product/gym-gloves-usi-pro-perfect/) | Massage Roller USI UNIVERSAL MRB (https://sportscenter.com.np/product/massage-roller-usi-mrb/) | Gym/ Sports Chalk USI UNIVERSAL Magnesium Carbonate (https://sportscenter.com.np/product/gym-sports-chalk-usi-magnesium-carbonate/) | Weightlifting Grips USI UNIVERSAL 735 (https://sportscenter.com.np/product/weightlifting-grips-usi-735/),,1 piece forearm flexor,0,,,,,,"{""Weight"": ""1 kg"", ""Dimensions"": ""30 \u00d7 15 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2020/12/forearms-flexor-3-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/forearms-flexor-4-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/forearms-flexor-2-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/forearms-flexor-5-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/gym-gloves-USI-pro-flex-3-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/foam-roller-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/Gym_Chalk_Block_-_Magnesium_Carbonate_2000x-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/foam-roller-2-1-300x300.jpg",18 in stock,18,True
Hand Grip CHINA (1 Pair),https://sportscenter.com.np/product/hand-grip-china-1-pair/,435.0,,,220188,Red Sun,Hand Strengtheners and Hand grips,"Exercise & Fitness, Fitness Accessories, Hand Strengtheners and Hand grips","Hand Grips are for the big guns. They help you develop bulletproof wrists and forearms as big as a mountain. They also help you in developing maximum grip strength for your hands.Hand grips are compact and portable lever-type devices that you squeeze in order to build up arm strength and muscle. Athletes mainly use them to increase their ability to excel at their chosen sport. Most sports involve the concept of moving weights or transferring the power of your body through the hands. Hand grips allow you to build up your lower arms, and this works to make you a better athlete, whether your sport is football, martial arts, weightlifting, baseball or even golf. Many of these sports depend on high lower arm strength, and working out with hand grips helps you develop this strength. Here are four benefits of using hand grips:1. More Forearm MuscularityIf you have ever wanted forearms that look impressive and bigger than most other men, you should work out with hand grips. The principle works in this fashion. Muscles that are situated in your forearms are the ones controlling your fingers. Your forearm flexors control the closing of your hand, while your forearm extensors control the opening. These muscles will be the primary beneficiaries of using hand grips.2. Hand EnduranceYour hand endurance is automatically increased when you work out with hand grips because you are increasing the quantity of force that your hands can apply. Another way that your hand endurance gets a big boost is in the length of time that you can apply force. As you work with handgrips, you can train yourself to apply pressure for longer periods of time. A practical area for which this provides instant benefits is, for instance, when you are carrying things like suitcases or heavy bags. After building up your hand endurance for a while, you will notice how you will not as easily succumb to fatigue from carrying them around.3. Increased Hand StrengthThe third benefit of hand grips is increased hand strength, where you train to increase the power of both your fingers and your wrists. Increased hand strength will help you out in areas like the gym, where you can then hold on to weights for longer periods of time. In other areas such as tennis, you will find that you will be able to significantly swing the racquet with more power. Activities like gymnastics and climbing are areas where having increased hand strength will be particularly important, too, as you must support your body weight with only your grip.4. Improved DexterityHand grips will work to build up your fingers independently, thus improving dexterity. Musicians sometimes work their fingers by using spring-loaded hand grips in order to make sure they can deftly build up enough strength in each finger to confidently apply just the correct quantity of pressure on their instruments. Typists can also benefit from improved dexterity.",,,Comes in a Pair | Aggressive grips for maximum hold | ergonomically shaped for best comfort and grip | High tensile steel used so that it doesn’t lose resistance over time,,Weight Lifting Straps USI UNIVERSAL Cotton (https://sportscenter.com.np/product/weight-lifting-straps-usi-cotton/) | Gym/ Sports Chalk USI UNIVERSAL Magnesium Carbonate (https://sportscenter.com.np/product/gym-sports-chalk-usi-magnesium-carbonate/) | Massage Dual Ball USI UNIVERSAL MDB (https://sportscenter.com.np/product/massage-dual-ball-usi-mdb/) | Weight Lifting Straps USI UNIVERSAL Leather (https://sportscenter.com.np/product/weight-lifting-straps-usi-leather/),,1 pair Hand Grip (2 pieces),0,,,,,,"{""Weight"": ""0.3 kg"", ""Dimensions"": ""15 \u00d7 10 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2021/06/hand-grip-chinese-pair-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/lifting-straps-usi-3-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/Gym_Chalk_Block_-_Magnesium_Carbonate_2000x-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/massage-ball-dual-2-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/wirst-strap-usi-1-300x300.jpg",12 in stock,12,True
Hand Grip JOEREX (1 PAIR),https://sportscenter.com.np/product/hand-grip-joerex-1-pair/,908.0,,,220114,Joerex,Hand Strengtheners and Hand grips,"Exercise & Fitness, Fitness Accessories, Hand Strengtheners and Hand grips","Hand Grips are for the big guns. They help you develop bulletproof wrists and forearms as big as a mountain. They also help you in developing maximum grip strength for your hands.Sports Center recommends the Handgrip ideally for intermediate level users who are looking for developing strong grip, wrists and forearms.Hand grips are compact and portable lever-type devices that you squeeze in order to build up arm strength and muscle. Athletes mainly use them to increase their ability to excel at their chosen sport. Most sports involve the concept of moving weights or transferring the power of your body through the hands. Hand grips allow you to build up your lower arms, and this works to make you a better athlete, whether your sport is football, martial arts, weightlifting, baseball or even golf. Many of these sports depend on high lower arm strength, and working out with hand grips helps you develop this strength. Here are four benefits of using hand grips:1. More Forearm MuscularityIf you have ever wanted forearms that look impressive and bigger than most other men, you should work out with hand grips. The principle works in this fashion. Muscles that are situated in your forearms are the ones controlling your fingers. Your forearm flexors control the closing of your hand, while your forearm extensors control the opening. These muscles will be the primary beneficiaries of using hand grips.2. Hand EnduranceYour hand endurance is automatically increased when you work out with hand grips because you are increasing the quantity of force that your hands can apply. Another way that your hand endurance gets a big boost is in the length of time that you can apply force. As you work with handgrips, you can train yourself to apply pressure for longer periods of time. A practical area for which this provides instant benefits is, for instance, when you are carrying things like suitcases or heavy bags. After building up your hand endurance for a while, you will notice how you will not as easily succumb to fatigue from carrying them around.3. Increased Hand StrengthThe third benefit of hand grips is increased hand strength, where you train to increase the power of both your fingers and your wrists. Increased hand strength will help you out in areas like the gym, where you can then hold on to weights for longer periods of time. In other areas such as tennis, you will find that you will be able to significantly swing the racquet with more power. Activities like gymnastics and climbing are areas where having increased hand strength will be particularly important, too, as you must support your body weight with only your grip.4. Improved DexterityHand grips will work to build up your fingers independently, thus improving dexterity. Musicians sometimes work their fingers by using spring-loaded hand grips in order to make sure they can deftly build up enough strength in each finger to confidently apply just the correct quantity of pressure on their instruments. Typists can also benefit from improved dexterity.Sports Center recommends the Handgrip ideally for beginners and intermediate level users who are looking for developing strong grip, wrists and forearms.These Joerex brand Handgrips have comfortable hand grips and are cushioned giving maximum comfort for the user. They have a resistance level of a Minimum of 5 Kgs.",,"5 Kg, 5Kg",Comes in a Pair | Sturdy built Quality that does not lose resistance over time | Comfortable Cushioned handles for max comfort | Portable can be used anywhere and at anytime | Minimum Resistance of 5Kgs,,Massage Roller USI UNIVERSAL MRB (https://sportscenter.com.np/product/massage-roller-usi-mrb/) | Dips Belt Loop Strap USI UNIVERSAL Leather with Chain (https://sportscenter.com.np/product/dips-belt-loop-strap-usi-leather-with-chain/) | Gym Gloves Weightlifting USI UNIVERSAL Superflex Fitness (https://sportscenter.com.np/product/gym-gloves-weightlifting-usi-superflex-fitness/) | Grip Pads USI UNIVERSAL With Wrist Support Neoprene Construction (https://sportscenter.com.np/product/grip-pads-usi-with-wrist-support-neoprene-construction/),,2 piece hand grips only,0,,,,,intermediate,"{""Weight"": ""0.3 kg"", ""Dimensions"": ""15 \u00d7 10 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2021/06/hand-grip-joerex-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/foam-roller-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/dips-belt-loop-3-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/gym-gloves-usi-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/USI-grip-pad-1-300x300.jpg",1 in stock,1,True
Hand Grip RED SUN (1 Pair),https://sportscenter.com.np/product/hand-grip-red-sun-1-pair/,180.0,,,220024,Red Sun,Hand Strengtheners and Hand grips,"Exercise & Fitness, Fitness Accessories, Hand Strengtheners and Hand grips","Hand Grips are for the big guns. They help you develop bulletproof wrists and forearms as big as a mountain. They also help you in developing maximum grip strength for your hands.Hand grips are compact and portable lever-type devices that you squeeze in order to build up arm strength and muscle. Athletes mainly use them to increase their ability to excel at their chosen sport. Most sports involve the concept of moving weights or transferring the power of your body through the hands. Hand grips allow you to build up your lower arms, and this works to make you a better athlete, whether your sport is football, martial arts, weightlifting, baseball or even golf. Many of these sports depend on high lower arm strength, and working out with hand grips helps you develop this strength. Here are four benefits of using hand grips:1. More Forearm MuscularityIf you have ever wanted forearms that look impressive and bigger than most other men, you should work out with hand grips. The principle works in this fashion. Muscles that are situated in your forearms are the ones controlling your fingers. Your forearm flexors control the closing of your hand, while your forearm extensors control the opening. These muscles will be the primary beneficiaries of using hand grips.2. Hand EnduranceYour hand endurance is automatically increased when you work out with hand grips because you are increasing the quantity of force that your hands can apply. Another way that your hand endurance gets a big boost is in the length of time that you can apply force. As you work with handgrips, you can train yourself to apply pressure for longer periods of time. A practical area for which this provides instant benefits is, for instance, when you are carrying things like suitcases or heavy bags. After building up your hand endurance for a while, you will notice how you will not as easily succumb to fatigue from carrying them around.3. Increased Hand StrengthThe third benefit of hand grips is increased hand strength, where you train to increase the power of both your fingers and your wrists. Increased hand strength will help you out in areas like the gym, where you can then hold on to weights for longer periods of time. In other areas such as tennis, you will find that you will be able to significantly swing the racquet with more power. Activities like gymnastics and climbing are areas where having increased hand strength will be particularly important, too, as you must support your body weight with only your grip.4. Improved DexterityHand grips will work to build up your fingers independently, thus improving dexterity. Musicians sometimes work their fingers by using spring-loaded hand grips in order to make sure they can deftly build up enough strength in each finger to confidently apply just the correct quantity of pressure on their instruments. Typists can also benefit from improved dexterity.",,,"Comes in a Pair | Soft resistance feel | Ideal for Beginners or for the young who are just starting out their training | Develop Strong grip, wrists and forearms | Portable use it anywhere and at anytime",,Gym Grip Pads USI UNIVERSAL Leather With Wrist Support (https://sportscenter.com.np/product/gym-grip-pads-usi-leather-with-wrist-support/) | Dips Belt Loop Strap USI UNIVERSAL Leather with Chain (https://sportscenter.com.np/product/dips-belt-loop-strap-usi-leather-with-chain/) | Skipping Jump Rope USI UNIVERSAL Weighted (https://sportscenter.com.np/product/skipping-jump-rope-usi-weighted/) | Yoga Block/ Brick USI UNIVERSAL Cork (https://sportscenter.com.np/product/yoga-block-brick-usi-cork/),,2 piece Handgrip only,0,,,,,Beginners,"{""Weight"": ""0.3 kg"", ""Dimensions"": ""10 \u00d7 10 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2021/06/hand-grip-red-sun-soft-2-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/hand-grip-red-sun-soft-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/weight-lifting-grip-pads-with-wrist-support-usi-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/dips-belt-loop-3-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/IMG_5225-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/yoga-blockk-1-300x300.jpg",6 in stock,6,True
Hand Grip REDSUN PLASTIC (1 Pair),https://sportscenter.com.np/product/hand-grip-redsun-plastic/,230.0,,,220164,Red Sun,Hand Strengtheners and Hand grips,"Exercise & Fitness, Fitness Accessories, Hand Strengtheners and Hand grips","Sports Center has been in business with Sealand Traders of Meerut India with their Brand “Red Sun” since the start of our store more than 40 years back. Red Sun brand is a very well perceived brand in the country, especially with its weight plates, barbells, dumbbells, carrom boards to name a few. For its quality products Red Sun brand has been able to create good brand equity in the market. With its new introductions and innovative products being introduced in the market at reasonable rates Red Sun brand is here to stay in Nepal and fulfil the needs of its growing customers.Hand Grips are for the big guns. They help you develop bulletproof wrists and forearms as big as a mountain. They also help you in developing maximum grip strength for your hands.Sports Center recommends the Handgrip ideally for beginners and intermediate level users who are looking for developing strong grip, wrists and forearms.Hand grips are compact and portable lever-type devices that you squeeze in order to build up arm strength and muscle. Athletes mainly use them to increase their ability to excel at their chosen sport. Most sports involve the concept of moving weights or transferring the power of your body through the hands. Hand grips allow you to build up your lower arms, and this works to make you a better athlete, whether your sport is football, martial arts, weightlifting, baseball or even golf. Many of these sports depend on high lower arm strength, and working out with hand grips helps you develop this strength. Here are four benefits of using hand grips:1. More Forearm MuscularityIf you have ever wanted forearms that look impressive and bigger than most other men, you should work out with hand grips. The principle works in this fashion. Muscles that are situated in your forearms are the ones controlling your fingers. Your forearm flexors control the closing of your hand, while your forearm extensors control the opening. These muscles will be the primary beneficiaries of using hand grips.2. Hand EnduranceYour hand endurance is automatically increased when you work out with hand grips because you are increasing the quantity of force that your hands can apply. Another way that your hand endurance gets a big boost is in the length of time that you can apply force. As you work with handgrips, you can train yourself to apply pressure for longer periods of time. A practical area for which this provides instant benefits is, for instance, when you are carrying things like suitcases or heavy bags. After building up your hand endurance for a while, you will notice how you will not as easily succumb to fatigue from carrying them around.3. Increased Hand StrengthThe third benefit of hand grips is increased hand strength, where you train to increase the power of both your fingers and your wrists. Increased hand strength will help you out in areas like the gym, where you can then hold on to weights for longer periods of time. In other areas such as tennis, you will find that you will be able to significantly swing the racquet with more power. Activities like gymnastics and climbing are areas where having increased hand strength will be particularly important, too, as you must support your body weight with only your grip.4. Improved DexterityHand grips will work to build up your fingers independently, thus improving dexterity. Musicians sometimes work their fingers by using spring-loaded hand grips in order to make sure they can deftly build up enough strength in each finger to confidently apply just the correct quantity of pressure on their instruments. Typists can also benefit from improved dexterity.Sports Center recommends the Handgrip ideally for beginners and intermediate level users who are looking for developing strong grip, wrists and forearms.",,Medium,"Medium Resistance | Sturdy ergonomically shaped Plastic Handles | Develop strong grip, wrists and forearms | Ideal Home workout tools | Portability, use it anywhere and at anytime | Contains 2 piece Hand Grip",,Weight Lifting Straps USI UNIVERSAL Leather (https://sportscenter.com.np/product/weight-lifting-straps-usi-leather/) | Weight Lifting Straps USI UNIVERSAL Cotton (https://sportscenter.com.np/product/weight-lifting-straps-usi-cotton/) | Gym/ Sports Chalk USI UNIVERSAL Magnesium Carbonate (https://sportscenter.com.np/product/gym-sports-chalk-usi-magnesium-carbonate/) | Swimming Aqua Floating Belt VIVA (https://sportscenter.com.np/product/swimming-aqua-floating-belt-viva/),,1 pair handgrip (2 pieces),0,,,,,beginners,"{""Weight"": ""0.3 kg"", ""Dimensions"": ""10 \u00d7 10 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2021/06/HAND-GRIP-red-sun-plastic-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/hand-grip-red-sun-2-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/wirst-strap-usi-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/lifting-straps-usi-3-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/Gym_Chalk_Block_-_Magnesium_Carbonate_2000x-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/Aqua-Belt-3-300x300.jpg",12 in stock,12,True
Hand Grip REDSUN WOODEN (1 Pair),https://sportscenter.com.np/product/hand-grip-redsun-wooden-1-pair/,320.0,,,220023,Red Sun,Hand Strengtheners and Hand grips,"Exercise & Fitness, Fitness Accessories, Hand Strengtheners and Hand grips","Hand Grips are for the big guns. They help you develop bulletproof wrists and forearms as big as a mountain. They also help you in developing maximum grip strength for your hands.Hand grips are compact and portable lever-type devices that you squeeze in order to build up arm strength and muscle. Athletes mainly use them to increase their ability to excel at their chosen sport. Most sports involve the concept of moving weights or transferring the power of your body through the hands. Hand grips allow you to build up your lower arms, and this works to make you a better athlete, whether your sport is football, martial arts, weightlifting, baseball or even golf. Many of these sports depend on high lower arm strength, and working out with hand grips helps you develop this strength. Here are four benefits of using hand grips:1. More Forearm MuscularityIf you have ever wanted forearms that look impressive and bigger than most other men, you should work out with hand grips. The principle works in this fashion. Muscles that are situated in your forearms are the ones controlling your fingers. Your forearm flexors control the closing of your hand, while your forearm extensors control the opening. These muscles will be the primary beneficiaries of using hand grips.2. Hand EnduranceYour hand endurance is automatically increased when you work out with hand grips because you are increasing the quantity of force that your hands can apply. Another way that your hand endurance gets a big boost is in the length of time that you can apply force. As you work with handgrips, you can train yourself to apply pressure for longer periods of time. A practical area for which this provides instant benefits is, for instance, when you are carrying things like suitcases or heavy bags. After building up your hand endurance for a while, you will notice how you will not as easily succumb to fatigue from carrying them around.3. Increased Hand StrengthThe third benefit of hand grips is increased hand strength, where you train to increase the power of both your fingers and your wrists. Increased hand strength will help you out in areas like the gym, where you can then hold on to weights for longer periods of time. In other areas such as tennis, you will find that you will be able to significantly swing the racquet with more power. Activities like gymnastics and climbing are areas where having increased hand strength will be particularly important, too, as you must support your body weight with only your grip.4. Improved DexterityHand grips will work to build up your fingers independently, thus improving dexterity. Musicians sometimes work their fingers by using spring-loaded hand grips in order to make sure they can deftly build up enough strength in each finger to confidently apply just the correct quantity of pressure on their instruments. Typists can also benefit from improved dexterity.",,Medium,"Wooden Handle gives a more comfortable feel & hold over plastic or its counterparts. | Build Strong grip, forearms and a bulletproof wrist | Portable use it anywhere and at anytime | Medium Level Resistance | Comes in a Pair",,Weight Lifting Straps USI UNIVERSAL Cotton (https://sportscenter.com.np/product/weight-lifting-straps-usi-cotton/) | Resistance Bands Mini latex Loop USI UNIVERSAL ML (https://sportscenter.com.np/product/resistance-bands-mini-latex-loop-usi-ml2/) | Skipping Jump Rope USI UNIVERSAL Weighted (https://sportscenter.com.np/product/skipping-jump-rope-usi-weighted/) | Gym/ Sports Chalk USI UNIVERSAL Magnesium Carbonate (https://sportscenter.com.np/product/gym-sports-chalk-usi-magnesium-carbonate/),,1 pair Hand Grip (2 pieces),0,,,,,,"{""Weight"": ""0.3 kg"", ""Dimensions"": ""10 \u00d7 10 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2021/06/hand-grip-red-sun-wooden-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/hand-grip-wooden-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/lifting-straps-usi-3-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/ML-1-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/IMG_5225-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/Gym_Chalk_Block_-_Magnesium_Carbonate_2000x-1-300x300.jpg",6 in stock,6,True
Hand Grip USI 300Lbs/136.5Kgs,https://sportscenter.com.np/product/hand-grip-usi-300lbs-136-5kgs/,1737.0,,,220366,USI Universal,Hand Strengtheners and Hand grips,"Exercise & Fitness, Fitness Accessories, Hand Strengtheners and Hand grips",The Big daddy of all hand grips with 300lbs or 136.5Kg resistance. It is the hardest and the strongest resistance hand grip you can find.,,"300lbs, 136.5Kg",300Lbs/ 136.5Kg Resistance | Made of stainless steel | For big adults,,Dips Belt USI UNIVERSAL Leather (https://sportscenter.com.np/product/dips-belt-usi-leather/) | Dips Belt Loop Strap USI UNIVERSAL Leather with Chain (https://sportscenter.com.np/product/dips-belt-loop-strap-usi-leather-with-chain/) | Weight Lifting Straps USI UNIVERSAL Leather (https://sportscenter.com.np/product/weight-lifting-straps-usi-leather/) | Yoga Block/ Brick USI UNIVERSAL Cork (https://sportscenter.com.np/product/yoga-block-brick-usi-cork/),,1 piece hand grip only,0,stainless steelFor big adults 300Lbs/ 136,,,,,"{""Weight"": ""0.5 kg"", ""Dimensions"": ""15 \u00d7 10 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2022/08/Hand-Grip-heavy-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/08/Hand-Grip-heavy-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/dips-belt-usi-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/dips-belt-loop-3-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/wirst-strap-usi-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/yoga-blockk-1-300x300.jpg",Out of stock,0,False
Hand Grip USI Universal 200Lbs/ 91Kgs,https://sportscenter.com.np/product/hand-grip-usi-universal-200lbs-91kgs/,1555.0,,,220365,USI Universal,Hand Strengtheners and Hand grips,"Exercise & Fitness, Fitness Accessories, Hand Strengtheners and Hand grips",The Big daddy of all hand grips with 300lbs or 136.5Kg resistance. It is the hardest and the strongest resistance hand grip you can find.,,"300lbs, 136.5Kg, 200Lbs, 91 Kg",200Lbs/ 91 Kg Resistance | Made of stainless steel | For big adults,,Weight Lifting Straps USI UNIVERSAL Cotton (https://sportscenter.com.np/product/weight-lifting-straps-usi-cotton/) | Gym/ Sports Chalk USI UNIVERSAL Magnesium Carbonate (https://sportscenter.com.np/product/gym-sports-chalk-usi-magnesium-carbonate/) | Resistance Bands Mini latex Loop USI UNIVERSAL ML (https://sportscenter.com.np/product/resistance-bands-mini-latex-loop-usi-ml2/) | Dips Belt USI UNIVERSAL Leather (https://sportscenter.com.np/product/dips-belt-usi-leather/),,1 piece hand grip only,0,stainless steelFor big adults 200Lbs/ 91 Kg Resistance Made of stainless steel For big adults,,,,,"{""Weight"": ""0.5 kg"", ""Dimensions"": ""15 \u00d7 10 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2022/08/Hand-Grip-heavy-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/08/Hand-Grip-heavy-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/lifting-straps-usi-3-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/Gym_Chalk_Block_-_Magnesium_Carbonate_2000x-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/ML-1-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/dips-belt-usi-1-300x300.jpg",Out of stock,0,False
Hand Grip Vector X Adjustable,https://sportscenter.com.np/product/hand-grip-vector-x-adjustable/,680.0,,,220374,Vector X,Hand Strengtheners and Hand grips,"Exercise & Fitness, Fitness Accessories, Hand Strengtheners and Hand grips","With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favorite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports goods manufacturer with a reputation par excellence that has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.",,"40Kg, s, resistanceRange (10-40Kgs), Range (10-40Kgs)",Hand Grip with adjustable resistance | Range (10-40Kgs) | Sturdy built and robust design | With Flush mount handle grips for maximum stability,,Grip Pads USI UNIVERSAL With Wrist Support Neoprene Construction (https://sportscenter.com.np/product/grip-pads-usi-with-wrist-support-neoprene-construction/) | Skipping Jump Rope USI UNIVERSAL Weighted (https://sportscenter.com.np/product/skipping-jump-rope-usi-weighted/) | Weight Vest/ Jacket USI UNIVERSAL (https://sportscenter.com.np/product/weight-jacket-usi-5kg/) | Gym Gloves Weightlifting USI UNIVERSAL Superflex Fitness (https://sportscenter.com.np/product/gym-gloves-weightlifting-usi-superflex-fitness/),,1 piece Adjustable Hand grip only,0,,,,,,"{""Weight"": ""0.6 kg"", ""Dimensions"": ""20 \u00d7 15 \u00d7 05 cm""}","https://sportscenter.com.np/wp-content/uploads/2022/11/hand-grip-vector-x-4-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/Hand-Grip-vector-x-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/Hand-Grip-vector-x-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/Hand-Grip-vector-x-2-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/Hand-Grip-vector-x-3-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/USI-grip-pad-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/IMG_5225-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/weight-jacket-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/11/gym-gloves-usi-1-300x300.jpg",21 in stock,21,True
