name,url,price,regular_price,sale_price,sku,brand,category,categories,description,colors,sizes,features,product_tags,related_products,variation_details,in_the_box,review_count,material,warranty,shipping_info,age_group,skill_level,attributes,images,stock_status,stock_quantity,in_stock
Roller Skates VIVA INLINE 100MM,https://sportscenter.com.np/product/roller-skates-viva-inline-100mm/,15800.0,,,180042,VIVA,Inline Skates,"Skates, Inline Skates","With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.The Big Daddy of all inline skates. With big 100mm Mammoth PU wheels, it gives the skater a commanding stance and a huge presence. Recommended for leisure skating or for speed skating.",,"41-44 or UK 7-10 100MM, breathable shell design Balanced frame for power, stability Low Rolling Resistance Secure, quick closure Euro Size: 41-44 or UK 7-10, 100mm, s, PU (Rubber wheels)","100MM, 82 A PU (Rubber wheels) with the best grip possible | ABEC 7 Chrome Steel Bearing | Aluminium Chassis | High Ankle supports for stability | Comfortable fit and breathable shell design | Balanced frame for power and stability | Low Rolling Resistance | Secure and quick closure | Euro Size: 41-44 or UK 7-10",,Skateboard VIVA Passion (https://sportscenter.com.np/product/skateboard-viva-passion/) | Skate Board VIVA Stealth (https://sportscenter.com.np/product/skate-board-viva-stealth/) | Skating Helmet BALBRO (https://sportscenter.com.np/product/skating-helmet-balbro/) | Roller Skates VIVA SONATA (https://sportscenter.com.np/product/roller-skates-viva-sonata/),,1 pair Inline skates,0,,,,,,"{""Weight"": ""3 kg"", ""Dimensions"": ""50 \u00d7 50 \u00d7 15 cm""}","https://sportscenter.com.np/wp-content/uploads/2021/07/VIVA-SKATES-100MM-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/VIVA-SKATES-100MM-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/VIVA-SKATES-100MM-2-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/VIVA-SKATES-100MM-3-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/VIVA-SKATES-100MM-4-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/VIVA-SKATES-100MM-5-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/viva-skateboard-flash-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2022/02/skate-board-stealth-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/skating-helmet-balbro-1-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/roller-skates-viva-sonata-300x300.jpg",12 in stock,12,True
Roller Skates VIVA INLINE 68MM,https://sportscenter.com.np/product/roller-skates-viva-inline-68mm/,6430.0,,,N/A,VIVA,Inline Skates,"Skates, Inline Skates","With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.Inline Skates are always fun and happy activities. They work you out and are really entertaining. The Inline Skates 68mm PVC Wheels are built robustly with an Aluminium Chassis. It is sure to last for a long period of time.","Black, Blue, Red","EU 30-33, EU 34-37, EU 38-41","68MM Wheels | Aluminium Frame Chassis | PVC Wheels | ABEC 7 Bearing | Adjustable Size | Available in Sizes: EU 30-33, 34-37, 38-41 | Available in Assorted Colors Blue, Red & Black | EU 30-33 | EU 34-37 | EU 38-41 | EU 30-33, EU 34-37, EU 38-41 | Black, Blue, Red",,Inline Skates TIAN-E (TE-282F) (https://sportscenter.com.np/product/inline-skates-tian-e-te-282f/) | Inline Skates TIAN-E FREESTYLE (FS-MS) (https://sportscenter.com.np/product/inline-skates-tian-e-freestyle-fs-ms/) | Skating Helmet BALBRO (https://sportscenter.com.np/product/skating-helmet-balbro/) | Roller Skates VIVA SONATA (https://sportscenter.com.np/product/roller-skates-viva-sonata/),Size: EU 30-33 | Size: EU 34-37 | Size: EU 38-41 | Color: Black | Color: Blue | Color: Red,1 pair Inline Skates only,0,,,,,,"{""Size"": ""EU 30-33, EU 34-37, EU 38-41"", ""Color"": ""Black, Blue, Red""}","https://sportscenter.com.np/wp-content/uploads/2021/06/inline-skates-viva-68mm-5-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/inline-skates-viva-68mm-11-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/inline-skates-viva-68mm-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2025/11/TE-282F-1-300x300.png, https://sportscenter.com.np/wp-content/uploads/2025/11/freestyle-FS-MS-300x300.png, https://sportscenter.com.np/wp-content/uploads/2021/06/skating-helmet-balbro-1-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/roller-skates-viva-sonata-300x300.jpg",Available,,True
Roller Skates VIVA INLINE 80MM (EU 39-42),https://sportscenter.com.np/product/roller-skates-viva-inline-80mm-eu-39-42/,10560.0,,,N/A,VIVA,Inline Skates,"Skates, Inline Skates","With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.Inline Skates are always fun and happy activities. They work you out and are really entertaining. The Inline Skates 80mm PU (Rubber) Wheels are built robustly with an Aluminium Chassis. It is sure to last for a long period of time.","Green, Orange","Orange, 80mm, 80 MM, s, PU (Rubber), WheelsPU (Rubber), Wheels (Proper grip and traction in comparison to PVC Wheels)","80 MM Wheels | PU (Rubber) Wheels (Proper grip and traction in comparison to PVC Wheels) | ABEC 7 Bearings 85A Soft | Adjustable Size | Available in Size: (EU 39-42) | Aluminium Frame | Green, Orange",,Inline Skates TIAN-E (TE-800 PRO) Slalom Skating (https://sportscenter.com.np/product/inline-skates-tian-e-te-800-pro-slalom-skating/) | Skates Protector Set Red Sun (https://sportscenter.com.np/product/skates-protector-set-red-sun/) | Inline Skates TIAN-E (TE-887) FREESTYLE (https://sportscenter.com.np/product/inline-skates-tian-e-te-887-freestyle/) | Roller Skates VIVA SONATA (https://sportscenter.com.np/product/roller-skates-viva-sonata/),Color: Green | Color: Orange,1 pair 80MM Inline skates,0,,,,,,"{""Color"": ""Green, Orange""}","https://sportscenter.com.np/wp-content/uploads/2021/07/viva-skates-80mm-6-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/inline-skates-viva-80mm-1-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2025/11/TE-800-1-300x300.png, https://sportscenter.com.np/wp-content/uploads/2022/12/Skates-protector-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2025/11/TE-887-5-300x300.png, https://sportscenter.com.np/wp-content/uploads/2022/11/roller-skates-viva-sonata-300x300.jpg",Available,,True
Roller Skates VIVA SONATA,https://sportscenter.com.np/product/roller-skates-viva-sonata/,3203.0,,,180048,VIVA,Quad Skates,"Skates, Quad Skates","With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favorite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports goods manufacturer with a reputation par excellence that has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.",,"6-11 UKAssorted ColorsBeginner, Intermediate, Recreational, Training Skates, s","Quad Roller | For Men & Women | Shoe Size: 6-11 UK | Assorted Colors | Beginner, Intermediate, Recreational, Training Skates",,Roller Skates VIVA INLINE 80MM (EU 39-42) (https://sportscenter.com.np/product/roller-skates-viva-inline-80mm-eu-39-42/) | Roller Skates VIVA INLINE 68MM (https://sportscenter.com.np/product/roller-skates-viva-inline-68mm/) | Inline Skates TIAN-E (TE-282F) (https://sportscenter.com.np/product/inline-skates-tian-e-te-282f/) | Inline Skates TIAN-E (TE-800 PRO) Slalom Skating (https://sportscenter.com.np/product/inline-skates-tian-e-te-800-pro-slalom-skating/),,1 Pair roller skates with key only,0,,,,,,"{""Weight"": ""2.5 kg"", ""Dimensions"": ""30 \u00d7 20 \u00d7 15 cm""}","https://sportscenter.com.np/wp-content/uploads/2022/11/roller-skates-viva-sonata-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/roller-skates-viva-sonata-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/roller-skates-viva-sonata-2-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/roller-skates-viva-sonata-5-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/roller-skates-viva-sonata-4-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/roller-skates-viva-sonata-3-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/roller-skates-viva-sonata-6-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/viva-skates-80mm-6-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/inline-skates-viva-68mm-5-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2025/11/TE-282F-1-300x300.png, https://sportscenter.com.np/wp-content/uploads/2025/11/TE-800-1-300x300.png",12 in stock,12,True
Skate Board VIVA Stealth,https://sportscenter.com.np/product/skate-board-viva-stealth/,3377.0,,,N/A,VIVA,Skateboard,"Skates, Skateboard","With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.Stealth is a top tier pinnacle of Penny boards from Vector X. Made of fibre and PU wheels they are sturdy and see the time. Ideally for those enthusiasts who want robust quality and quality in the boards.","Orange, Parrot Green","90 Kg, s","High-Density Fibre skateboard for long-distance | Anti-slip surface Grip tape | Double kick concave design for proper handling | ABEC 7 High precision bearing with PU Bushing | 90 Kg load bearing | Orange, Parrot Green",,Skates Protection Set Red Sun Super (https://sportscenter.com.np/product/skates-protection-set-red-sun-super/) | Inline Skates TIAN-E (TE-887) FREESTYLE (https://sportscenter.com.np/product/inline-skates-tian-e-te-887-freestyle/) | Inline Skates TIAN-E (TE-800 PRO) Slalom Skating (https://sportscenter.com.np/product/inline-skates-tian-e-te-800-pro-slalom-skating/) | Roller Skates VIVA INLINE 100MM (https://sportscenter.com.np/product/roller-skates-viva-inline-100mm/),Color: Orange | Color: Parrot Green,1 piece skateboard only,0,fibre and PU wheels they are sturdy and see the time,,,,,"{""Color"": ""Orange, Parrot Green""}","https://sportscenter.com.np/wp-content/uploads/2022/02/skate-board-stealth-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/02/power-lifting-belt-vector-x-hercules-5-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/02/power-lifting-belt-vector-x-hercules-4-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2025/01/SKATES-PROTECTOR-RED-SUN-CLUB-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2025/11/TE-887-5-300x300.png, https://sportscenter.com.np/wp-content/uploads/2025/11/TE-800-1-300x300.png, https://sportscenter.com.np/wp-content/uploads/2021/07/VIVA-SKATES-100MM-300x300.jpg",unavailable,0,False
Skateboard Vector X Furious 28″,https://sportscenter.com.np/product/skateboard-vector-x-furious-28/,2400.0,,,180045,Vector X,Skateboard,"Skates, Skateboard","With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.Furious Skateboard comes in 28″size. They come with PU wheels thus have more grip on the surface. Recommended for practice and for cool moves.",,"perfect vehicle, entertainment tool, – 28 inches Grip Tape on the surface, 28 inches, s","Fashionable four wheels skateboard, perfect vehicle and entertainment tool. | Shock resistance enhanced PP deck, Environment-friendly anti-slip design | Pure colour on the surface and very unique and attractive. | Suitable for practising all kinds of cool movements and cruising. | PU Wheels | Size – 28 inches | Grip Tape on the surface",,Roller Skates VIVA INLINE 80MM (EU 39-42) (https://sportscenter.com.np/product/roller-skates-viva-inline-80mm-eu-39-42/) | Inline Skates TIAN-E (TE-800 PRO) Slalom Skating (https://sportscenter.com.np/product/inline-skates-tian-e-te-800-pro-slalom-skating/) | Skates Protector Set Red Sun (https://sportscenter.com.np/product/skates-protector-set-red-sun/) | Inline Skates TIAN-E (TE-887) FREESTYLE (https://sportscenter.com.np/product/inline-skates-tian-e-te-887-freestyle/),,1 piece skateboard only,0,,,,,,"{""Weight"": ""1.5 kg"", ""Dimensions"": ""90 \u00d7 20 \u00d7 15 cm""}","https://sportscenter.com.np/wp-content/uploads/2022/02/skate-board-furious-28-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/viva-skates-80mm-6-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2025/11/TE-800-1-300x300.png, https://sportscenter.com.np/wp-content/uploads/2022/12/Skates-protector-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2025/11/TE-887-5-300x300.png",11 in stock,11,True
Skateboard Vector X Maple 31″,https://sportscenter.com.np/product/skateboard-vector-x-maple-31/,4160.0,,,180044,Vector X,Skateboard,"Skates, Skateboard","With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favourite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports good manufacturer with a reputation par excellence which has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivalled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going Strong in Nepal both in the Online and the offline channels.Maple 31″ Skateboard is the Big Boy of skateboards. We recommend the board for serious enthusiasts who want to excel in their game.",,"perfect vehicle, entertainment tool, – 31 inches Maple Wood Grip Tape on the surface, 31 inches, s","Fashionable four wheels skateboard, perfect vehicle and entertainment tool. | Shock resistance enhanced PP deck, Environment-friendly anti-slip design | Pure colour on the surface and very unique and attractive. | Suitable for practising all kinds of cool movements and cruising. | PU Wheels | Size – 31 inches | Maple Wood | Grip Tape on the surface",,Skates Protection Set Red Sun Super (https://sportscenter.com.np/product/skates-protection-set-red-sun-super/) | Skating Helmet BALBRO (https://sportscenter.com.np/product/skating-helmet-balbro/) | Skateboard VIVA Passion (https://sportscenter.com.np/product/skateboard-viva-passion/) | Inline Skates TIAN-E (TE-800 PRO) Slalom Skating (https://sportscenter.com.np/product/inline-skates-tian-e-te-800-pro-slalom-skating/),,1 piece skateboard,0,,,,,,"{""Weight"": ""2 kg"", ""Dimensions"": ""100 \u00d7 30 \u00d7 20 cm""}","https://sportscenter.com.np/wp-content/uploads/2022/02/skate-board-maple-31-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2025/01/SKATES-PROTECTOR-RED-SUN-CLUB-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/skating-helmet-balbro-1-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/viva-skateboard-flash-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2025/11/TE-800-1-300x300.png",11 in stock,11,True
Skateboard VIVA Passion,https://sportscenter.com.np/product/skateboard-viva-passion/,4800.0,,,N/A,VIVA,Skateboard,"Skates, Skateboard","With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favorite sport, Vector X is there for you. Vector X has taken it upon itself to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports goods manufacturer with a reputation par excellence that has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.A premium range Badminton shoes in offer at a reasonable fair price.","Blue, Orange","Orange, s, Small","Fibre Board with proper flex | Strong Truck | PU Wheels are sturdy | Robust built and sturdy in Quality | Faster than ever | Small in size but easy to move around | Blue, Orange",,Inline Skates TIAN-E (TE-282F) (https://sportscenter.com.np/product/inline-skates-tian-e-te-282f/) | Roller Skates VIVA INLINE 68MM (https://sportscenter.com.np/product/roller-skates-viva-inline-68mm/) | Inline Skates TIAN-E (TE-800 PRO) Slalom Skating (https://sportscenter.com.np/product/inline-skates-tian-e-te-800-pro-slalom-skating/) | Skating Helmet BALBRO (https://sportscenter.com.np/product/skating-helmet-balbro/),Color: Blue | Color: Orange,1 piece skate board only,0,,,,,,"{""Color"": ""Blue, Orange""}","https://sportscenter.com.np/wp-content/uploads/2022/11/viva-skateboard-flash-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/VIVA-passion-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/VIVA-passion-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2025/11/TE-282F-1-300x300.png, https://sportscenter.com.np/wp-content/uploads/2021/06/inline-skates-viva-68mm-5-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2025/11/TE-800-1-300x300.png, https://sportscenter.com.np/wp-content/uploads/2021/06/skating-helmet-balbro-1-1-300x300.jpg",unavailable,0,False
Knee Cap Vixen YOYO Padded,https://sportscenter.com.np/product/knee-cap-vixen-yoyo-padded/,790.0,,,190065,Vixen,Skates Protective Gears,"Team Sports, Volleyball, Nets and Court Accessories, Knee Support, Skates Protective Gears, Sports Orthopedic","Sports Center has been in Business with Bhalla Sports PVT Ltd since the start of the business. Vixen is a very well-perceived brand by Bhalla Sports PVT Ltd in Nepal. It’s a 50+ years company and is continuing the business. Vixen Sports sells all sorts of sporting goods from Football and indoor games to physical fitness items. It’s one company that has a wide variety of goods under its belt. Vixen brand has quality, is reasonably priced, and is a leader in innovative products that surpasses the expectation of the users.A resistance band that is in use for all fitness-level enthusiasts. Its Medium grade is ideal for your full-body workouts. Sports Center recommends the band for all fitness enthusiasts and especially for the mean group who want to work out in their homes and stay fit and healthy.YOYO Padded knee caps are for the grueling knee hits that you take while playing volleyball. You may wish to use it for break dance or any other active use so that your knees are protected.",,"one size fits all, s, Medium","Padded Knee caps | Black color | Comes in a pair | For Volleyball game | Strong elasticity | Adults, one size fits all",,Elbow Support VIXEN XING (https://sportscenter.com.np/product/elbow-support-vixen-xing/) | Anklet VIXEN XING (Pair) (https://sportscenter.com.np/product/anklet-vixen-xing-pair/) | Knee Support Vector X VNS- 7205 (https://sportscenter.com.np/product/knee-support-vector-x-vns-7205/) | Knee Support VIXEN XING (1 Pair) (https://sportscenter.com.np/product/knee-support-vixen-xing-1-pair/),,1 pair padded knee cap only,0,,,,,,{},"https://sportscenter.com.np/wp-content/uploads/2022/12/knee-cap-padded-vixen-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/elbow-support-vixen-xing-1-2-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/VIXEN-ANKLET-XING-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2022/02/Knee-cap-vector-x-VNS-7205-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/vixen-knee-cap-xing-1-300x300.jpg",24 in stock,24,True
Skates Helmet Viva Turbo,https://sportscenter.com.np/product/skates-helmet-viva-x-turbo/,660.0,,,180047,VIVA,Skates Protective Gears,"Skates, Skates Protective Gears","With the growing demand for good health and fitness, Vector X comes up with innovations each day. Whether it’s hardcore fitness or trying your hands on your favorite sport, Vector X is there for you. Vector X has taken it upon themselves to make sure you are always young and fit.A part of Soccer International Pvt Ltd, a renowned sports goods manufacturer with a reputation par excellence that has been exporting to different parts of the world, Vector X entered India in 1999 under the brand name Vector X.Vector X in Nepal was introduced in the year 2020. It soon rivaled other top-selling Sporting brands in the country and its presence is sure to stay for a long time in Nepal. Sports Center started the network for Vector X in Nepal and is going strong in Nepal both in the Online and the offline channels.Turbo is a functional hard-case skating/ cycling helmet that we offer for the kids. Its sturdy in built and will protect when in case.",,s,PVC Shell | Out Shell | For juniors age 6-12 Years | Available in assorted colors.,,Skate Board VIVA Stealth (https://sportscenter.com.np/product/skate-board-viva-stealth/) | Roller Skates VIVA INLINE 100MM (https://sportscenter.com.np/product/roller-skates-viva-inline-100mm/) | Skates Protector VIVA Fitness 4 in 1 (https://sportscenter.com.np/product/skates-protector-viva-fitness-4-in-1/) | Roller Skates VIVA INLINE 68MM (https://sportscenter.com.np/product/roller-skates-viva-inline-68mm/),,1 piece skating helmet only,0,,,,6-12 YearsAvailable in assorted colors,,{},"https://sportscenter.com.np/wp-content/uploads/2022/11/Skating-Helmet-Turbo-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2022/02/skate-board-stealth-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/VIVA-SKATES-100MM-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/skates-protector-4-in-1-5-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/inline-skates-viva-68mm-5-1-300x300.jpg",Available,,True
Skates Protection Set Red Sun Super,https://sportscenter.com.np/product/skates-protection-set-red-sun-super/,1592.0,,,180049,Red Sun,Skates Protective Gears,"Skates, Skates Protective Gears","Sports Center has been in business with Sealand Traders of Meerut India with their Brand “Red Sun” since the start of our store more than 40 years back. Red Sun brand is a very well perceived brand in the country, especially with its weight plates, barbells, dumbbells, carrom boards to name a few. For its quality products Red Sun brand has been able to create good brand equity in the market. With its new introductions and innovative products being introduced in the market at reasonable rates Red Sun brand is here to stay in Nepal and fulfil at the needs of its growing customers.",,"for Youth, gloves, elbow guards, knee guards Size for Youth","Skates protector set with a hard shell helmet | Includes Helmet, gloves, elbow guards, knee guards | Size for Youth and adults | One size fits all | Available in assorted colors",,Skates Protector VIVA Fitness 4 in 1 (https://sportscenter.com.np/product/skates-protector-viva-fitness-4-in-1/) | Skates Helmet Viva Turbo (https://sportscenter.com.np/product/skates-helmet-viva-x-turbo/) | Roller Skates VIVA INLINE 100MM (https://sportscenter.com.np/product/roller-skates-viva-inline-100mm/) | Skate Board VIVA Stealth (https://sportscenter.com.np/product/skate-board-viva-stealth/),,"1 piece helmet, 1 pair gloves, 1 pair elbow pads, 1 pair knee pads only",0,,,,Youth,,"{""Weight"": ""1 kg"", ""Dimensions"": ""20 \u00d7 15 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2025/01/SKATES-PROTECTOR-RED-SUN-CLUB-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2020/12/skates-protector-4-in-1-5-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2022/11/Skating-Helmet-Turbo-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/VIVA-SKATES-100MM-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2022/02/skate-board-stealth-300x300.jpg",Available,,True
Skates Protector Set Red Sun,https://sportscenter.com.np/product/skates-protector-set-red-sun/,940.0,,,180032,Red Sun,Skates Protective Gears,"Skates, Skates Protective Gears","Sports Center has been in business with Sealand Traders of Meerut India with their Brand “Red Sun” since the start of our store more than 40 years back. Red Sun brand is a very well-perceived brand in the country, especially with its weight plates, barbells, dumbbells, and carrom boards to name a few. For its quality products, the Red Sun brand has been able to create good brand equity in the market. With its new introductions and innovative products being introduced in the market at reasonable rates Red Sun brand is here to stay in Nepal and fulfill the needs of its growing customers.The Skates Protector set includes an all-in-one protection shield for the juniors that will save when in an accident. Recommended for kids age 6 to 10 years.",,,"Skates protector for freak accidents | Ideally for 6-10 years old | Includes Helmet, knee protector, elbow protector and palm glove protector",,Skating Helmet BALBRO (https://sportscenter.com.np/product/skating-helmet-balbro/) | Roller Skates VIVA INLINE 100MM (https://sportscenter.com.np/product/roller-skates-viva-inline-100mm/) | Roller Skates VIVA INLINE 80MM (EU 39-42) (https://sportscenter.com.np/product/roller-skates-viva-inline-80mm-eu-39-42/) | Skateboard Vector X Furious 28″ (https://sportscenter.com.np/product/skateboard-vector-x-furious-28/),,"Includes Helmet, knee protector, elbow protector, and palm glove protector",0,,,,kids,,"{""Weight"": ""0.5 kg"", ""Dimensions"": ""25 \u00d7 25 \u00d7 10 cm""}","https://sportscenter.com.np/wp-content/uploads/2022/12/Skates-protector-1-600x600.jpg, https://sportscenter.com.np/wp-content/uploads/2021/06/skating-helmet-balbro-1-1-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/VIVA-SKATES-100MM-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2021/07/viva-skates-80mm-6-300x300.jpg, https://sportscenter.com.np/wp-content/uploads/2022/02/skate-board-furious-28-300x300.jpg",2 in stock,2,True
